id,name,host_id,host_name,host_response_time,host_response_rate,host_acceptance_rate,neighbourhood_cleansed,latitude,longitude,room_type,accommodates,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,availability_365,review_scores_value,calculated_host_listings_count
3068952,ULTIMATE Exec Pad / Staycation in Taikoo Shing,15618499,Martin,within a few hours,1,1,Eastern,22.28655,114.21485,Entire home/apt,4,1150,6,7,2022/8/17,0.71,0,4.71,1
3069740,1 bdrm shared apartment @ HK Uni 1,304876,Brend,within a few hours,1,0.96,Central & Western,22.28436,114.13802,Private room,2,377,4,40,2022/9/9,0.42,283,4.58,10
3069823,1 bdrm shared apartment @ HK Uni 2,304876,Brend,within a few hours,1,0.96,Central & Western,22.28543,114.13787,Private room,2,385,5,19,2022/8/21,0.19,288,4.42,10
3069856,1 bdrm shared apartment @ HK Uni 3,304876,Brend,within a few hours,1,0.96,Central & Western,22.28401,114.13914,Private room,2,353,4,12,2019/9/4,0.13,139,4.17,10
3069865,1 bdrm shared apartment @ HK Uni 4,304876,Brend,within a few hours,1,0.96,Central & Western,22.28431,114.13778,Private room,2,353,5,17,2022/3/25,0.17,337,4.12,10
3085792,INCREDIBLE Architect Design DUPLEX,15586744,Sven,within an hour,1,0.58,Sha Tin,22.38455,114.1877,Entire home/apt,6,1550,28,7,2018/2/28,0.07,341,4.8,15
3106194,Central Room in share flat,4584648,Ivy,within a few hours,0.92,0.18,Central & Western,22.28513,114.15157,Private room,2,180,30,0,,,365,,384
3115717,Short-term stay in Hong Kong,15831550,Timothy,within an hour,1,0.97,Islands,22.30425,114.00937,Entire home/apt,4,1200,2,127,2022/8/28,1.26,347,4.37,1
3140677,BIG 1 BEDROOM + Office - QUIET,8659457,Kay,within an hour,1,0.79,Central & Western,22.28421,114.1497,Entire home/apt,4,1200,100,74,2020/11/1,0.74,0,4.44,3
3152441,AMAZING Top Floor Seaview STAR Ensuite,15586744,Sven,within an hour,1,0.58,Sai Kung,22.29396,114.27094,Private room,2,600,28,8,2019/6/20,0.08,0,4.29,15
3170735,278 sq ft Studio Kowloon CBd (not for quarantine),3687211,Edna,within a few hours,1,1,Yau Tsim Mong,22.3064,114.16829,Entire home/apt,1,514,3,5,2022/7/26,0.05,330,4.25,1
3177173,Hennessy Cozy washer Wifi MTR #SA,16111024,Celine,within an hour,1,1,Wan Chai,22.27788,114.1763,Entire home/apt,2,404,18,32,2022/4/19,0.33,319,4.58,2
3177295,CityView MTR Wifi Washer #SC,16111024,Celine,within an hour,1,1,Wan Chai,22.27803,114.17808,Entire home/apt,2,500,21,40,2022/8/16,0.4,337,4.63,2
3315931,SPECTACULAR Seaview COOL Room,15586744,Sven,within an hour,1,0.58,Sai Kung,22.29311,114.27338,Private room,2,500,28,37,2020/1/4,0.4,263,4.81,15
3346038,AMAZING Top Floor Seaview SKY Room,15586744,Sven,within an hour,1,0.58,Sai Kung,22.29436,114.27223,Private room,2,550,28,24,2018/10/13,0.24,0,4.86,15
3351296,AMAZING Top Floor Seaview CLOUD Room,15586744,Sven,within an hour,1,0.58,Sai Kung,22.29595,114.27076,Private room,2,450,28,2,2016/11/1,0.02,0,5,15
3351826,AMAZING Top Floor 3 BEDROOM 2 BATH Unit,15586744,Sven,within an hour,1,0.58,Sai Kung,22.29449,114.27091,Entire home/apt,8,1550,14,34,2022/8/23,0.47,263,4.76,15
3384871,Nice decorate 1 BR apt near Kennedy Town MTR,1443229,Alice,within a day,0.57,0.35,Central & Western,22.28311,114.13086,Entire home/apt,4,796,28,26,2020/1/1,0.27,365,4.5,2
3443586,Nice Studio available in Wan Chai,4584648,Ivy,within a few hours,0.92,0.18,Wan Chai,22.2774,114.16943,Private room,1,217,60,0,,,364,,384
3469627,Lovely cozy new renovated rm Shatin,6975429,Feronia,within a day,0.8,0,Sha Tin,22.38055,114.18658,Private room,1,568,28,52,2019/12/1,0.53,353,4.71,1
3525683,Newly renovated! Explore like local,6067974,Wilson,within an hour,1,0.68,Wan Chai,22.28394,114.19254,Entire home/apt,5,1200,28,63,2022/6/25,0.66,27,4.68,52
3535812,"Kowloon Mongkok 1812 Quadruple Room A,near station",6361579,Man Ching Athena,,,1,Yau Tsim Mong,22.31716,114.17058,Private room,4,599,2,43,2019/10/5,0.46,0,4.7,12
3545636,"Kowloon Mongkok 1812 Twin Room B, near station",6361579,Man Ching Athena,,,1,Yau Tsim Mong,22.31782,114.16945,Private room,2,310,2,21,2019/8/11,0.22,0,4.52,12
3587653,Sweet home near university,7842633,Chu,within a day,1,0.6,Tuen Mun,22.4155,113.98068,Entire home/apt,2,850,30,0,,,272,,2
3596518,SPECTACULAR Seaview 3 BEDRM Unit,15586744,Sven,within an hour,1,0.58,Sai Kung,22.29287,114.2731,Entire home/apt,8,1680,7,25,2018/4/22,0.27,168,4.52,15
3616954,Deluxe Studio - Causeway Bay,4584648,Ivy,within a few hours,0.92,0.18,Wan Chai,22.27902,114.18248,Private room,1,217,31,1,2015/7/1,0.01,365,3,384
3712813,"Kowloon Mongkok 1812 Double Room A, near station",6361579,Man Ching Athena,,,1,Yau Tsim Mong,22.31664,114.16859,Private room,2,299,2,10,2019/3/22,0.11,0,4.1,12
3783735,"Kowloon Mongkok 1812 Triple Room A, near station",6361579,Man Ching Athena,,,1,Yau Tsim Mong,22.31686,114.16892,Private room,3,450,2,94,2020/12/26,0.97,0,4.63,12
3870691,"Kowloon Mongkok 1812 Twin Room C, near station",6361579,Man Ching Athena,,,1,Yau Tsim Mong,22.3174,114.16884,Private room,2,310,2,56,2019/11/25,0.59,0,4.84,12
3870727,"Kowloon Mongkok 1812 Triple Room B, near station",6361579,Man Ching Athena,,,1,Yau Tsim Mong,22.31574,114.17059,Private room,3,450,2,48,2021/6/25,0.49,0,4.73,12
3885448,Home SWEET Home in TST Hong Kong,20094528,Ivy,a few days or more,0,0,Yau Tsim Mong,22.29778,114.17275,Entire home/apt,2,929,1,2,2015/1/2,0.02,363,5,1
3886298,"2 bath,3 bdr, 13ppl Beside MK MTR",14634338,Rick,within an hour,1,1,Yau Tsim Mong,22.31256,114.1698,Entire home/apt,13,1800,1,118,2020/1/22,1.32,201,4.63,6
3890627,Beside MTR 5 double bed 2 Bar in MK,14634338,Rick,within an hour,1,1,Yau Tsim Mong,22.31302,114.17188,Entire home/apt,12,1800,1,165,2019/12/5,1.68,199,4.53,6
3903088,"Beside Mongkok MTR,3bdr,2bath,13ppl",14634338,Rick,within an hour,1,1,Yau Tsim Mong,22.31165,114.1718,Entire home/apt,13,1800,1,99,2019/12/15,1.09,168,4.52,6
3903373,2min MTR 5 double bed 2 Bath in MK,14634338,Rick,within an hour,1,1,Yau Tsim Mong,22.313,114.17015,Entire home/apt,12,1800,1,73,2019/8/20,0.74,200,4.7,6
3937739,tai hang - spacious simple mattress,10867451,Gui,,,,Wan Chai,22.27944,114.19224,Shared room,1,300,14,1,2016/1/2,0.01,0,2,1
3955852,Causeway Bay FURNISHED room,4584648,Ivy,within a few hours,0.92,0.18,Wan Chai,22.27772,114.17856,Private room,1,180,31,0,,,336,,384
3974906,"2 BR, great location w Balcony",19112239,Angel,,,,Wan Chai,22.27887,114.17664,Entire home/apt,4,1180,3,79,2019/10/30,0.81,0,4.76,1
3988151,Nice Flatshare in Mongkok,4584648,Ivy,within a few hours,0.92,0.18,Yau Tsim Mong,22.32015,114.17031,Private room,1,180,30,0,,,365,,384
4008972,Room Available in North point,4584648,Ivy,within a few hours,0.92,0.18,Eastern,22.29059,114.19828,Private room,1,180,31,0,,,365,,384
4016920,Room in Old Bailey St. Central,4584648,Ivy,within a few hours,0.92,0.18,Central & Western,22.28235,114.15248,Private room,1,180,31,0,,,365,,384
4019615,Room available in sheung Wan,4584648,Ivy,within a few hours,0.92,0.18,Central & Western,22.28806,114.14981,Private room,2,180,31,0,,,364,,384
4033527,Nice room - in Wanchai !!!,4584648,Ivy,within a few hours,0.92,0.18,Wan Chai,22.27927,114.17396,Private room,1,180,30,0,,,365,,384
4041673,Spacious room Central,4584648,Ivy,within a few hours,0.92,0.18,Central & Western,22.2806,114.15657,Private room,2,180,31,0,,,364,,384
4053934,Quarry Bay Studio,4584648,Ivy,within a few hours,0.92,0.18,Eastern,22.29025,114.21014,Private room,1,180,31,1,2015/4/13,0.01,365,5,384
4078286,Brand New Designer Apartment,18228281,Lincoln,a few days or more,0,,Central & Western,22.28159,114.15009,Entire home/apt,2,1747,28,140,2020/1/6,1.44,365,4.72,1
4081290,NICE Flat Room in mid level Central_ML1,4584648,Ivy,within a few hours,0.92,0.18,Central & Western,22.28041,114.15046,Private room,1,180,31,1,2015/10/28,0.01,365,4,384
4108656,Tin Hau Nice ROOM NEAR MTR  in Flat Share,4584648,Ivy,within a few hours,0.92,0.18,Wan Chai,22.28491,114.19037,Private room,1,180,30,0,,,365,,384
4122473,studio in Kennedy Town,4584648,Ivy,within a few hours,0.92,0.18,Central & Western,22.28475,114.13165,Entire home/apt,1,217,31,0,,,365,,384
4131018,Yau Ma Tei Flat share unit,4584648,Ivy,within a few hours,0.92,0.18,Yau Tsim Mong,22.30961,114.17227,Private room,2,180,31,1,2015/1/31,0.01,364,4,384
4138543,INCREDIBLE Architect Design Duplex SPACE Ensuite,15586744,Sven,within an hour,1,0.58,Sha Tin,22.38395,114.18673,Private room,1,500,28,36,2019/9/13,0.39,341,4.86,15
4139784,INCREDIBLE Architect Design Duplex EARTH Ensuite,15586744,Sven,within an hour,1,0.58,Sha Tin,22.38396,114.18642,Private room,1,500,28,14,2021/8/14,0.15,341,4.85,15
4142601,INCREDIBLE Architect Design Duplex AIR Room,15586744,Sven,within an hour,1,0.58,Sha Tin,22.38177,114.18784,Private room,1,400,28,39,2021/3/21,0.41,287,4.84,15
4165842,Sheung Wan Nice Flatshare,4584648,Ivy,within a few hours,0.92,0.18,Central & Western,22.28549,114.14765,Private room,1,180,29,0,,,364,,384
4174463,Furnished room in Causeway Bay,4584648,Ivy,within a few hours,0.92,0.18,Wan Chai,22.2767,114.1821,Private room,1,180,30,1,2015/8/5,0.01,365,3,384
4174529,Fortress Hill studio,4584648,Ivy,within a few hours,0.92,0.18,Eastern,22.2901,114.19902,Private room,1,217,30,1,2015/7/23,0.01,365,3,384
4174619,A sharing flat available in Wan Chai(mh3c),4584648,Ivy,within a few hours,0.92,0.18,Wan Chai,22.27886,114.17302,Private room,1,180,30,0,,,364,,384
4174689,"studio in Yau Ma Tei, Waterloo rd",4584648,Ivy,within a few hours,0.92,0.18,Yau Tsim Mong,22.31305,114.1692,Private room,1,217,31,1,2015/6/14,0.01,365,4,384
4193855,Central room is available,4584648,Ivy,within a few hours,0.92,0.18,Central & Western,22.28051,114.15085,Private room,2,180,30,1,2016/4/30,0.01,350,3,384
4212561,Nice Room in Tin Hau (th1b),4584648,Ivy,within a few hours,0.92,0.18,Wan Chai,22.28351,114.19067,Private room,1,180,30,0,,,365,,384
4218574,Wan Chai NICE Room -----,4584648,Ivy,within a few hours,0.92,0.18,Central & Western,22.2826,114.15076,Private room,2,180,31,1,2015/1/5,0.01,365,4,384
4228094,North Point Nicely Furnished Room,4584648,Ivy,within a few hours,0.92,0.18,Eastern,22.28977,114.20155,Private room,1,180,31,0,,,365,,384
4237262,Nice room in Sai Ying Pun,4584648,Ivy,within a few hours,0.92,0.18,Central & Western,22.28782,114.14744,Private room,1,180,30,0,,,365,,384
4246603,Student hostel for 1 or 2_La Pourpe,22037293,Vincent & Partners@La Boutique,within an hour,1,,Yau Tsim Mong,22.30679,114.16659,Private room,2,550,90,34,2020/8/9,0.36,91,4.88,13
4362354,Cozy Studio (NorthPoint MTR),3707765,Amy,within a day,1,,Eastern,22.29277,114.19858,Entire home/apt,2,1000,30,101,2019/6/25,1.06,40,4.29,1
4406834,"Kowloon Mongkok 1812 Quadruple Room B,near station",6361579,Man Ching Athena,,,1,Yau Tsim Mong,22.31747,114.16852,Private room,4,599,2,59,2020/12/25,0.63,0,4.74,12
4436837,Student Hotel for 1 or 2_La Luxe,22037293,Vincent & Partners@La Boutique,within an hour,1,,Yau Tsim Mong,22.30679,114.16659,Private room,2,600,90,304,2020/4/5,3.22,29,4.75,13
4471776,Lamma Island Yung Shue Wan Studio,2411054,Ming,within an hour,1,1,Islands,22.23053,114.11268,Entire home/apt,2,542,2,206,2022/3/20,2.19,47,4.66,1
4503527,SPECTACULAR Seaview WOW Ensuite,15586744,Sven,within an hour,1,0.58,Sai Kung,22.29588,114.26792,Private room,2,850,28,10,2018/4/10,0.11,263,5,15
4517169,Awesome Apt at Central location,12857043,Mandy,within a few hours,1,1,Eastern,22.29311,114.20241,Entire home/apt,4,2800,28,5,2020/8/12,0.1,325,4,1
4541992,"1???????????????????????????/1BR/MTR Austin, Kln H Speed train STN",19664529,Lily,within a day,0.5,1,Yau Tsim Mong,22.30739,114.16701,Entire home/apt,4,250,30,187,2021/2/21,2.2,85,4.54,2
4541997,"3???????????????????????????/3BR/MTR Austin, Kln H Speed train STN",19664529,Lily,within a day,0.5,1,Yau Tsim Mong,22.3078,114.16799,Entire home/apt,8,845,30,198,2021/2/16,2.33,365,4.58,2
4550324,Cottage-style flat in Sai Kung,2395789,Rebekka,within a few hours,0.98,0.72,Sai Kung,22.38723,114.26637,Entire home/apt,3,1829,2,233,2022/8/28,2.45,64,4.27,1
4576534,20%off Free WiFi ?€?1?€? Studio near Subway,10575316,Ethan,within a day,0.78,0.98,Central & Western,22.28668,114.14095,Entire home/apt,2,330,3,55,2022/5/23,0.62,94,4.65,7
4678644,Friendly | Authentically HK living,634820,Wontonmeen,within an hour,1,0.63,Yau Tsim Mong,22.32532,114.16433,Hotel room,1,224,1,174,2020/1/30,1.83,79,4.76,6
4691285,Wan Chai ROOM available !!!,4584648,Ivy,within a few hours,0.92,0.18,Wan Chai,22.27673,114.17258,Private room,1,180,30,0,,,365,,384
4691361,Kowloon | Authentically HK living,634820,Wontonmeen,within an hour,1,0.63,Yau Tsim Mong,22.32532,114.16433,Shared room,5,250,2,64,2019/11/11,0.68,79,4.79,6
4695498,Student Hostel for 1 person_La Tatami,22037293,Vincent & Partners@La Boutique,within an hour,1,,Yau Tsim Mong,22.30679,114.16659,Private room,1,350,90,472,2020/8/24,5,118,4.75,13
4696858,Student Hostel for 1 person_La Vue,22037293,Vincent & Partners@La Boutique,within an hour,1,,Yau Tsim Mong,22.30679,114.16659,Private room,1,480,90,335,2019/10/31,3.55,87,4.79,13
4702937,SYP room available.,4584648,Ivy,within a few hours,0.92,0.18,Central & Western,22.28721,114.14435,Private room,1,130,30,0,,,365,,384
4703186,DELUXE LAN KWAI FONG room --- CENTRAL,4584648,Ivy,within a few hours,0.92,0.18,Central & Western,22.28035,114.15638,Private room,2,180,29,0,,,365,,384
4712476,Sheung Wan - nxt to Western Market,4584648,Ivy,within a few hours,0.92,0.18,Central & Western,22.28628,114.14906,Private room,2,180,29,0,,,365,,384
4712684,Nice Sheung Wan Room,4584648,Ivy,within a few hours,0.92,0.18,Central & Western,22.28576,114.14928,Private room,1,180,30,0,,,351,,384
4724498,Student Hotel for 1 person_La Rouge,22037293,Vincent & Partners@La Boutique,within an hour,1,,Yau Tsim Mong,22.30679,114.16659,Private room,1,350,90,283,2020/8/9,3,0,4.79,13
4724533,Student hostel for 1 or 2_La Deluxe,22037293,Vincent & Partners@La Boutique,within an hour,1,,Yau Tsim Mong,22.30679,114.16659,Private room,2,600,90,349,2019/10/19,3.7,0,4.74,13
4724552,Student hostel for 1 or 2_La Sauge,22037293,Vincent & Partners@La Boutique,within an hour,1,,Yau Tsim Mong,22.30679,114.16659,Private room,2,480,90,378,2020/7/7,4,78,4.77,13
4730498,The best apartment in Sai Ying Pun is back!,24427956,Francis,within an hour,1,1,Central & Western,22.28626,114.13514,Entire home/apt,4,799,7,62,2022/9/8,0.66,39,4.83,1
4751714,"Clean Quiet Private 1 BR! Austin, YMT, Jordan MTR",3820308,David,within an hour,1,0.73,Yau Tsim Mong,22.30841,114.16773,Entire home/apt,3,531,2,36,2022/8/19,0.39,146,4.57,9
4763087,JW Rm7 for 2 ppl (3mins to subway),24575135,Hau Kuen,within a few hours,0.88,0.63,Yau Tsim Mong,22.31988,114.1706,Private room,3,349,1,124,2019/5/4,1.32,362,4.56,11
4774928,Kim Tin Hotel ????????????,24626867,Dennis,a few days or more,0,,Yuen Long,22.4416,114.06194,Private room,5,300,1,0,,,365,,1
4797773,Student hotel for 1 or 2_La Bois,22037293,Vincent & Partners@La Boutique,within an hour,1,,Yau Tsim Mong,22.30679,114.16659,Private room,2,600,90,241,2019/11/13,2.58,174,4.75,13
4798868,JW Rm6 for 2ppl (3mins to subway),24575135,Hau Kuen,within a few hours,0.88,0.63,Yau Tsim Mong,22.3199,114.17053,Private room,2,326,1,52,2022/8/27,0.55,362,4.43,11
4811467,JW  Rm no.2 for 3ppl(3mins to subway),24575135,Hau Kuen,within a few hours,0.88,0.63,Yau Tsim Mong,22.32002,114.17056,Private room,3,371,1,88,2019/5/18,0.94,362,4.51,11
4834521,MongKok Rm6 (3mins to subway) 2ppl,24575135,Hau Kuen,within a few hours,0.88,0.63,Yau Tsim Mong,22.31988,114.17053,Private room,2,299,1,54,2019/4/22,0.58,339,4.39,11
4841805,JW Rm3 for 4 ppl  (3mins to subway),24575135,Hau Kuen,within a few hours,0.88,0.63,Yau Tsim Mong,22.31986,114.17053,Private room,4,399,1,100,2019/5/20,1.07,358,4.54,11
4849950,location location location,8320211,A J,a few days or more,0,,Central & Western,22.27776,114.15474,Entire home/apt,3,3000,7,0,,,88,,1
4856303,MongKok Rm11 (3mins to subway) 2ppl,24575135,Hau Kuen,within a few hours,0.88,0.63,Yau Tsim Mong,22.3199,114.17055,Private room,2,336,1,54,2019/4/13,0.57,362,4.42,11
4866210,MongKok Rm1 (3mins to subway) 3ppl,24575135,Hau Kuen,within a few hours,0.88,0.63,Yau Tsim Mong,22.31989,114.17053,Private room,3,320,1,76,2019/5/2,0.81,361,4.37,11
4869749,MongKok Rm8 (3mins to subway) 2ppl,24575135,Hau Kuen,within a few hours,0.88,0.63,Yau Tsim Mong,22.3199,114.17054,Private room,2,332,1,82,2019/4/30,0.87,362,4.5,11
4881223,JW Rm5 for 4 ppl  (3mins to subway),24575135,Hau Kuen,within a few hours,0.88,0.63,Yau Tsim Mong,22.31998,114.17056,Private room,4,399,1,92,2019/11/20,0.98,362,4.39,11
4892293,MongKok Rm5 (3mins to subway) 2ppl,24575135,Hau Kuen,within a few hours,0.88,0.63,Yau Tsim Mong,22.31988,114.17053,Private room,2,336,1,88,2022/8/21,0.95,360,4.48,11
4917693,WM HOSTEL | Authentically HK,634820,Wontonmeen,within an hour,1,0.63,Yau Tsim Mong,22.32532,114.16433,Hotel room,1,236,2,115,2019/11/21,1.23,0,4.63,6
4920159,Modern cosy studio with balcony,25341602,Jane,a few days or more,0,,Yau Tsim Mong,22.30666,114.16939,Entire home/apt,2,608,2,142,2017/12/11,1.51,258,4.76,1
4959717,JW Twin Rm no.1 (3mins to subway),24575135,Hau Kuen,within a few hours,0.88,0.63,Yau Tsim Mong,22.31988,114.17053,Private room,2,329,1,71,2019/3/31,0.76,362,4.42,11
5017980,Newly renovated Private Rm @ Jordan,25886059,Anthony,within a few hours,0.96,0.96,Yau Tsim Mong,22.30523,114.17142,Private room,2,363,2,314,2022/2/27,3.38,73,4.78,15
5036625,SPECTACULAR Seaview NICE Room,15586744,Sven,within an hour,1,0.58,Sai Kung,22.29439,114.27338,Private room,2,500,28,51,2020/1/10,0.56,263,4.85,15
5042965,SW07-Harbour View,23128629,Yu,within an hour,1,0.85,Central & Western,22.28822,114.14862,Entire home/apt,4,1380,2,188,2022/8/23,2.04,150,4.72,4
5074403,Student hostel for 1 or 2_La Grand,22037293,Vincent & Partners@La Boutique,within an hour,1,,Yau Tsim Mong,22.30679,114.16659,Private room,2,700,90,227,2019/11/15,2.44,107,4.77,13
5080694,Modern Bohemian Rooftop Oasis,3833083,M,within a day,0.5,,Wan Chai,22.27837,114.18089,Entire home/apt,3,1299,2,60,2018/1/9,0.65,362,4.65,1
5110764,"Modern room @ Sai Ying Pun, HK island",8885305,Daniel,a few days or more,0.25,0,Central & Western,22.28727,114.14239,Private room,1,800,1,122,2019/10/8,1.33,350,4.78,1
5158538,Stylish renovated Twin Rm @ Jordan,25886059,Anthony,within a few hours,0.96,0.96,Yau Tsim Mong,22.30683,114.17244,Private room,3,411,2,274,2022/8/22,2.96,46,4.8,15
5163619,?????????????????????,10625315,H.Z,within a few hours,0.9,0.83,Yau Tsim Mong,22.31988,114.17053,Private room,6,645,1,10,2018/12/30,0.11,118,3.67,7
5180563,?????????????????????,10625315,H.Z,within a few hours,0.9,0.83,Yau Tsim Mong,22.3199,114.17062,Private room,5,639,1,51,2019/7/28,0.55,302,4.25,7
5207367,??????250?????€??????28????€???????????????????????€????????????????????????????????????????????€??????????????????????????????????????€?,15955656,Ken,within an hour,1,1,Sham Shui Po,22.3333,114.16546,Entire home/apt,2,250,28,44,2019/5/4,0.52,290,4.8,2
5208678,??????250?????€??????28????€??????????????????????????€???????????????????????????????????????????????????????????€???????????????????????€?,15955656,Ken,within an hour,1,1,Sham Shui Po,22.33316,114.16513,Entire home/apt,2,250,28,29,2020/8/22,0.31,289,4.67,2
5221596,Room3) Two single bed & private washroom,27017711,Frank,,,,Yau Tsim Mong,22.3208,114.17091,Private room,2,364,1,195,2021/1/1,2.69,0,4.83,6
5223888,"COZY, Nice, clean Room wifi",27029530,Cosy Room,,,,Yau Tsim Mong,22.31232,114.16947,Private room,3,883,30,2,2018/4/30,0.03,91,4.5,1
5242323,Jardine Studio - Japanese Style Tatami Room A,27132196,V,within an hour,1,,Wan Chai,22.28001,114.18653,Private room,2,600,14,2,2017/11/5,0.03,76,4.5,3
5243206,?????????????????????,10625315,H.Z,within a few hours,0.9,0.83,Yau Tsim Mong,22.3199,114.17074,Private room,5,631,1,18,2019/2/3,0.21,302,3.89,7
5255754,"Unique, spacious & superbly located",1038014,Eyal,within a few hours,1,0.5,Central & Western,22.28444,114.15101,Entire home/apt,2,800,7,76,2022/9/11,0.83,72,4.92,1
5271925,?????????????????????,10625315,H.Z,within a few hours,0.9,0.83,Yau Tsim Mong,22.31979,114.17078,Entire home/apt,4,580,1,38,2019/4/23,0.43,302,4.57,7
5283747,New Modern Twin Room @ Jordan,25886059,Anthony,within a few hours,0.96,0.96,Yau Tsim Mong,22.30544,114.17267,Private room,2,363,2,298,2022/8/29,3.25,69,4.73,15
5325455,Modern double room by Anthony @ Jordan,25886059,Anthony,within a few hours,0.96,0.96,Yau Tsim Mong,22.30513,114.17138,Private room,2,363,2,299,2022/8/31,3.25,50,4.8,15
5464143,5??????@??????????????????,28140685,Angel,within a few hours,0.99,0.73,Yau Tsim Mong,22.2973,114.17253,Private room,2,299,1,119,2019/12/11,1.33,171,4.56,10
5465122,Room No.1 @HK WAN YUE HOTEL,28140685,Angel,within a few hours,0.99,0.73,Yau Tsim Mong,22.29728,114.17249,Private room,2,414,1,221,2020/3/8,2.41,171,4.47,10
5465183,#3 ????????€ 1???????????? ?????? ????????? ????????? ????????????,28140685,Angel,within a few hours,0.99,0.73,Yau Tsim Mong,22.29728,114.17253,Private room,2,388,1,28,2017/10/3,0.32,355,4.68,10
5465211,6?????? ??????????????????,28140685,Angel,within a few hours,0.99,0.73,Yau Tsim Mong,22.29749,114.17259,Private room,2,465,1,86,2019/12/9,1.03,356,4.63,10
5484418,2??????@HK WAN YUE HOTEL??????????????????,28140685,Angel,within a few hours,0.99,0.73,Yau Tsim Mong,22.29747,114.1726,Private room,2,388,1,141,2022/3/21,1.58,355,4.53,10
